GeNeG_resource,GeNeG_resource_alias,Wikidata_resource,Wikidata_alias,Wikidata_label
http://geneg.net/resource/Ard_Tagesschau,ARD tagesschau,https://www.wikidata.org/wiki/Q703907,"('ARD-Tagesschau', 100)",Tagesschau
http://geneg.net/resource/FDP-Politikers,FDP-Politikers,https://www.wikidata.org/wiki/Q13124,"('FDP-Politiker', 96)",Freie_Demokratische_Partei
http://geneg.net/resource/Us-Präsidentschaftswahlkampfs,US-Präsidentschaftswahlkampfs,https://www.wikidata.org/wiki/Q1637233,"('US-Präsidentschaftswahlkampf', 98)",October_Surprise
http://geneg.net/resource/Bundesinnemnisterium,Bundesinnemnisterium,https://www.wikidata.org/wiki/Q502698,"('Bundesinnenministerium', 95)","Bundesministerium_Des_Innern,_Für_Bau_Und_Heimat"
http://geneg.net/resource/Süddeutsche,SÜDDEUTSCHE,https://www.wikidata.org/wiki/Q46519,"('Süddeutsch', 95)",Süddeutschland
http://geneg.net/resource/Yale,Yale-,https://www.wikidata.org/wiki/Q49112,"('Yale', 100)",Yale_University
http://geneg.net/resource/Europaweit,Europaweit,https://www.wikidata.org/wiki/Q46,"('europaweit', 100)",Europa
http://geneg.net/resource/Chuck_Schumer,Chuck Schumer,https://www.wikidata.org/wiki/Q380900,"('Chuck Schumer', 100)",Charles_Schumer
http://geneg.net/resource/Ipg_Internationale_Politik_Und_Gesellschaft,IPG Internationale Politik und Gesellschaft,https://www.wikidata.org/wiki/Q836469,"('Internationale Politik und Gesellschaft', 95)",Friedrich-Ebert-Stiftung
http://geneg.net/resource/Saif_Al-Islams,Saif al-Islams,https://www.wikidata.org/wiki/Q208135,"('Saif al-Islam', 96)",Saif_Al-Islam_Al-Gaddafi
http://geneg.net/resource/Michael_Chodorkowski,Michael Chodorkowski,https://www.wikidata.org/wiki/Q152503,"('Michail Chodorkowski', 95)",Michail_Borissowitsch_Chodorkowski
http://geneg.net/resource/Lesben,Lesben-,https://www.wikidata.org/wiki/Q6649,"('Lesben', 100)",Lesbisch
http://geneg.net/resource/Westberlins,Westberlins,https://www.wikidata.org/wiki/Q56036,"('Westberlin', 95)",West-Berlin
http://geneg.net/resource/Seeheimern,Seeheimern,https://www.wikidata.org/wiki/Q881042,"('Seeheimer', 95)",Seeheimer_Kreis_in_Der_SPD-Bundestagsfraktion
http://geneg.net/resource/Jufra,jufra,https://www.wikidata.org/wiki/Q48247,"('Jufra', 100)",Munizip_Al-Dschufra
http://geneg.net/resource/The,The,https://www.wikidata.org/wiki/Q1475036,"('THE', 100)",Times_Higher_Education
http://geneg.net/resource/Atacama-Region,Atacama-Region,https://www.wikidata.org/wiki/Q2120,"('Atacama Region', 100)",Región_De_Atacama
http://geneg.net/resource/PKK,PKK-,https://www.wikidata.org/wiki/Q152220,"('PKK', 100)",Arbeiterpartei_Kurdistans
http://geneg.net/resource/Hannover-Flughafens,Hannover-Flughafens,https://www.wikidata.org/wiki/Q170169,"('Hannover Flughafen', 97)",Flughafen_Hannover-Langenhagen
http://geneg.net/resource/J,J.,https://www.wikidata.org/wiki/Q319,"('J', 100)",Jupiter
http://geneg.net/resource/Palästinensergebiete,Palästinensergebiete,https://www.wikidata.org/wiki/Q407199,"('Palästinensergebieten', 97)",Palästinensische_Autonomiegebiete
http://geneg.net/resource/As-Sisi,As-Sisi,https://www.wikidata.org/wiki/Q307871,"('as-Sisi', 100)",Abd_Al-Fattah_as-Sisi
http://geneg.net/resource/Bayrische_Landtag,Bayrische Landtag,https://www.wikidata.org/wiki/Q641439,"('Bayrischer Landtag', 97)",Bayerischer_Landtag
http://geneg.net/resource/Franklin_Roosevelts,Franklin Roosevelts,https://www.wikidata.org/wiki/Q8007,"('Franklin Roosevelt', 97)",Franklin_Delano_Roosevelt
http://geneg.net/resource/Aslan_Maschadows,Aslan Maschadows,https://www.wikidata.org/wiki/Q193354,"('Aslan Maschadow', 97)",Aslan_Alijewitsch_Maschadow
http://geneg.net/resource/Bundesinnenminsteriums,Bundesinnenminsteriums,https://www.wikidata.org/wiki/Q502698,"('Bundesinnenministerium', 95)","Bundesministerium_Des_Innern,_Für_Bau_Und_Heimat"
http://geneg.net/resource/BDS,BdS,https://www.wikidata.org/wiki/Q895904,"('BDS', 100)","Boycott,_Divestment_and_Sanctions"
http://geneg.net/resource/Telegraph,‚Telegraph,https://www.wikidata.org/wiki/Q192621,"('Telegraph', 100)",The_Daily_Telegraph
http://geneg.net/resource/VDK,VdK.,https://www.wikidata.org/wiki/Q1604553,"('VdK', 100)",Sozialverband_VdK_Deutschland
http://geneg.net/resource/Kung,Kung,https://www.wikidata.org/wiki/Q172365,"('!Kung', 100)",San
http://geneg.net/resource/Nachkriegsdeutschlands,Nachkriegsdeutschlands,https://www.wikidata.org/wiki/Q1204290,"('Nachkriegsdeutschland', 98)",Nachkriegszeit_in_Deutschland
http://geneg.net/resource/Bundeswehr-Soldaten,Bundeswehr-Soldaten,https://www.wikidata.org/wiki/Q56010,"('Bundeswehrsoldaten', 97)",Bundeswehr
http://geneg.net/resource/Massoud_Barzani,Massoud Barzani,https://www.wikidata.org/wiki/Q315927,"('Masoud Barzani', 97)",Masud_Barzani
http://geneg.net/resource/Frankfurt,Frankfurt (Oder,https://www.wikidata.org/wiki/Q4024,"('Frankfurt/Oder', 100)",Frankfurt_(Oder)
http://geneg.net/resource/Breitscheit-Platz,Breitscheitplatz,https://www.wikidata.org/wiki/Q698370,"('Breitscheidtplatz', 97)",Breitscheidplatz
http://geneg.net/resource/Freud,"Freud,",https://www.wikidata.org/wiki/Q9215,"('Freud', 100)",Sigmund_Freud
http://geneg.net/resource/Una_Sana,Una Sana,https://www.wikidata.org/wiki/Q18248,"('Una-Sana', 100)",Kanton_Una-Sana
http://geneg.net/resource/Abdel_Fatah_El-Sisi,Abdel Fatah El-Sisi,https://www.wikidata.org/wiki/Q307871,"('Abdel Fattah el-Sisi', 97)",Abd_Al-Fattah_as-Sisi
http://geneg.net/resource/Revolutionärer,Revolutionärer,https://www.wikidata.org/wiki/Q6534,"('Revolutionäre', 96)",Französische_Revolution
http://geneg.net/resource/Jitzak_Rabin,Jitzak Rabin,https://www.wikidata.org/wiki/Q34060,"('Jitzhak Rabin', 96)",Jitzchak_Rabin
http://geneg.net/resource/Stokowskis,Stokowskis,https://www.wikidata.org/wiki/Q297562,"('Stokowski', 95)",Leopold_Stokowski
http://geneg.net/resource/Suhrkamp,suhrkamp,https://www.wikidata.org/wiki/Q301609,"('Suhrkamp', 100)",Suhrkamp_Verlag
http://geneg.net/resource/Israelfeindlich,israelfeindlich,https://www.wikidata.org/wiki/Q584548,"('israelfeindliche', 97)",Antizionismus
http://geneg.net/resource/PDS/Linkspartei,PDS/Linkspartei,https://www.wikidata.org/wiki/Q152554,"('Linkspartei.PDS', 100)",Partei_Des_Demokratischen_Sozialismus
http://geneg.net/resource/Oe24,Oe24,https://www.wikidata.org/wiki/Q298667,"('oe24', 100)",Österreich
http://geneg.net/resource/Linke,LINKE-,https://www.wikidata.org/wiki/Q164597,"('Linke', 100)",Politische_Linke
http://geneg.net/resource/Münchner,münchner,https://www.wikidata.org/wiki/Q1726,"('Münchner', 100)",München
http://geneg.net/resource/Al-Baghdadis,al-Baghdadis,https://www.wikidata.org/wiki/Q2821724,"('Al-Baghdadi', 96)",Abu_Bakr_Al-Baghdadi
http://geneg.net/resource/Exxon_Mobile,Exxon Mobile,https://www.wikidata.org/wiki/Q156238,"('Exxon Mobil', 96)",ExxonMobil
http://geneg.net/resource/Uno-Waffenembargos,Uno-Waffenembargos,https://www.wikidata.org/wiki/Q989265,"('UN-Waffenembargos', 97)",Embargo
http://geneg.net/resource/Bundestagsinnenausschusses,Bundestagsinnenausschusses,https://www.wikidata.org/wiki/Q1663880,"('Bundestags-Innenausschusses', 98)",Ausschuss_Für_Inneres_Und_Heimat
http://geneg.net/resource/Holocaustdenkmals,Holocaustdenkmals,https://www.wikidata.org/wiki/Q160700,"('Holocaustdenkmal', 97)",Denkmal_Für_Die_Ermordeten_Juden_Europas
http://geneg.net/resource/Amazonas-Gebiet,Amazonas-Gebiet,https://www.wikidata.org/wiki/Q244451,"('Amazonasgebiet', 97)",Amazonasbecken
http://geneg.net/resource/Fratelli_d‘Italia,Fratelli d‘Italia,https://www.wikidata.org/wiki/Q1757843,"('Fratelli d’Italia', 100)",Fratelli_d'Italia_-_Alleanza_Nazionale
http://geneg.net/resource/Csu,CSU-,https://www.wikidata.org/wiki/Q49763,"('CSU', 100)",Christlich-Soziale_Union_in_Bayern
http://geneg.net/resource/Bozen-Südtirol,Bozen-Südtirol,https://www.wikidata.org/wiki/Q15124,"('Bozen - Südtirol', 100)",Südtirol
http://geneg.net/resource/Tagesspiegel,TAGESSPIEGEL,https://www.wikidata.org/wiki/Q10189,"('Tagesspiegel', 100)",Der_Tagesspiegel
http://geneg.net/resource/Hans_Jörg_Müller,Hans Jörg Müller,https://www.wikidata.org/wiki/Q40879872,"('Hansjörg Müller', 96)",Hansjörg_Gerhard_Georg_Müller
http://geneg.net/resource/Us-Geheimdiensten,US-Geheimdiensten,https://www.wikidata.org/wiki/Q786878,"('US-Geheimdienste', 97)",United_States_Intelligence_Community
http://geneg.net/resource/Sana_A,Sana A.,https://www.wikidata.org/wiki/Q2471,"('Sana‘a', 100)",Sanaa
http://geneg.net/resource/Mittelmeerinseln,Mittelmeerinseln,https://www.wikidata.org/wiki/Q36784,"('Mittelmeerinsel', 97)",Region_in_Frankreich
http://geneg.net/resource/Frontex,frontex,https://www.wikidata.org/wiki/Q21786841,"('Frontex', 100)",Europäische_Agentur_Für_Die_Operative_Zusammenarbeit_an_Den_Außengrenzen_Der_Mitgliedstaaten_Der_Europäischen_Union
http://geneg.net/resource/Trotzkistische,Trotzkistische,https://www.wikidata.org/wiki/Q181133,"('Trotzkistisch', 96)",Trotzkismus
http://geneg.net/resource/Mli,mli,https://www.wikidata.org/wiki/Q912,"('MLI', 100)",Mali
http://geneg.net/resource/Friedensnobelpreisträgers,Friedensnobelpreisträgers,https://www.wikidata.org/wiki/Q35637,"('Friedensnobelpreisträger', 98)",Friedensnobelpreis
http://geneg.net/resource/SPD,spd,https://www.wikidata.org/wiki/Q49768,"('SPD', 100)",Sozialdemokratische_Partei_Deutschlands
http://geneg.net/resource/Cdu,@CDU,https://www.wikidata.org/wiki/Q49762,"('CDU', 100)",Christlich_Demokratische_Union_Deutschlands
http://geneg.net/resource/N3,N3.,https://www.wikidata.org/wiki/Q879451,"('N3', 100)",NDR_Fernsehen
http://geneg.net/resource/K,K.,https://www.wikidata.org/wiki/Q694675,"('Kö', 100)",Königsallee
http://geneg.net/resource/Dem,dem,https://www.wikidata.org/wiki/Q16068,"('DEM', 100)",Deutsche_Mark
http://geneg.net/resource/Universität_Irktutsk,Universität Irktutsk,https://www.wikidata.org/wiki/Q670649,"('Universität Irkutsk', 97)",Staatliche_Universität_Irkutsk
http://geneg.net/resource/Justiz,JUSTIZ,https://www.wikidata.org/wiki/Q1413677,"('Justiz-', 100)",Justizministerium
http://geneg.net/resource/Robert_Swan_Mueller_Iii,Robert Swan Mueller III.,https://www.wikidata.org/wiki/Q715156,"('Robert Swan Mueller III', 100)",Robert_Mueller
http://geneg.net/resource/Shariat,Shariat,https://www.wikidata.org/wiki/Q482752,"('shariat', 100)",Scharia
http://geneg.net/resource/Cia,CIA-,https://www.wikidata.org/wiki/Q37230,"('CIA', 100)",Central_Intelligence_Agency
http://geneg.net/resource/Us-Sonderbeauftrage,US-Sonderbeauftragte,https://www.wikidata.org/wiki/Q788111,"('UN-Sonderbeauftragte', 95)",UN-Sonderbeauftragter
http://geneg.net/resource/Wissenschaftliche_Dienst_Des_Bundestags,Wissenschaftliche Dienst des Bundestags,https://www.wikidata.org/wiki/Q2586210,"('Wissenschaftliche Dienst des Bundestages', 99)",Wissenschaftliche_Dienste_Des_Deutschen_Bundestages
http://geneg.net/resource/Diem,diem25,https://www.wikidata.org/wiki/Q22674451,"('DiEM25', 100)",Democracy_in_Europe_Movement_2025
http://geneg.net/resource/Hitchhiker’s_Guide_to_the_Galaxy,Hitchhiker’s Guide to the Galaxy,https://www.wikidata.org/wiki/Q3107329,"(""Hitchhiker's Guide to the Galaxy"", 100)",Per_Anhalter_Durch_Die_Galaxis
http://geneg.net/resource/Sydney/Ausstralien,Sydney/Ausstralien,https://www.wikidata.org/wiki/Q3130,"('Sydney, Australien', 97)",Sydney
http://geneg.net/resource/Amerikanische_Krieg,Amerikanische Krieg,https://www.wikidata.org/wiki/Q8740,"('Amerikanischer Krieg', 97)",Vietnamkrieg
http://geneg.net/resource/Henri_Quatre,Henri Quatre,https://www.wikidata.org/wiki/Q936976,"('Henri-Quatre', 100)",Heinrich_IV.
http://geneg.net/resource/DLF,DLF-,https://www.wikidata.org/wiki/Q695328,"('DLF', 100)",Deutschlandfunk
http://geneg.net/resource/Opiumkriegs,Opiumkriegs,https://www.wikidata.org/wiki/Q191282,"('Opiumkrieg', 95)",Erster_Opiumkrieg
http://geneg.net/resource/Bundestagsmandate,Bundestagsmandate,https://www.wikidata.org/wiki/Q1939555,"('Bundestagsmandat', 97)",Mitglied_Des_Deutschen_Bundestages
http://geneg.net/resource/N,'n',https://www.wikidata.org/wiki/Q42497,"('N.Ö.', 100)",Niederösterreich
http://geneg.net/resource/Uno-Mitgliedstaaten,UNO-Mitgliedstaaten,https://www.wikidata.org/wiki/Q160016,"('UNO-Mitgliedsstaaten', 97)",Mitgliedstaaten_Der_Vereinten_Nationen
http://geneg.net/resource/Berlin_Kreuzberg,berlin kreuzberg,https://www.wikidata.org/wiki/Q308928,"('Berlin-Kreuzberg', 100)",Kreuzberg
http://geneg.net/resource/Flu,Flu,https://www.wikidata.org/wiki/Q2840,"('flu', 100)",Influenza
http://geneg.net/resource/Usa-Flagge,USA-Flagge,https://www.wikidata.org/wiki/Q42537,"('US-Flagge', 95)",Flagge_Der_Vereinigten_Staaten
http://geneg.net/resource/Hansgeorg_Maaßen,Hans­Georg Maaßen,https://www.wikidata.org/wiki/Q1576999,"('Hans-Georg Maaßen', 100)",Hans-Georg_Maaßen
http://geneg.net/resource/Eugen,EUGEN,https://www.wikidata.org/wiki/Q1372771,"('Eugen', 100)",Eugen_Märklin
http://geneg.net/resource/Berkeley-Universität,Berkeley- Universität,https://www.wikidata.org/wiki/Q168756,"('Universität Berkeley', 100)","University_of_California,_Berkeley"
http://geneg.net/resource/Arabisch-Sprachige,arabisch-sprachige,https://www.wikidata.org/wiki/Q13955,"('arabischsprachige', 97)",Arabisch
http://geneg.net/resource/Maduro,Maduro-,https://www.wikidata.org/wiki/Q58132,"('Maduro', 100)",Nicolás_Maduro
http://geneg.net/resource/Bundesverband_Der_Arbeiterwohlfahrt_Ev,Bundesverband der Arbeiterwohlfahrt e. V.,https://www.wikidata.org/wiki/Q627256,"('Arbeiterwohlfahrt Bundesverband e.V.', 95)",AWO_Bundesverband
http://geneg.net/resource/Autobahn_100,Autobahn 100.,https://www.wikidata.org/wiki/Q17014,"('Autobahn 100', 100)",Bundesautobahn_100
http://geneg.net/resource/Bundesministeriums_Des_Inneren,Bundesministeriums des Inneren,https://www.wikidata.org/wiki/Q502698,"('Bundesministerium des Inneren', 98)","Bundesministerium_Des_Innern,_Für_Bau_Und_Heimat"
http://geneg.net/resource/Hunzingers,Hunzingers,https://www.wikidata.org/wiki/Q1289458,"('Hunzinger', 95)",Moritz_Hunzinger
http://geneg.net/resource/Berlin_Friedrichsfelde,Berlin Friedrichsfelde,https://www.wikidata.org/wiki/Q563588,"('Berlin-Friedrichsfelde', 100)",Friedrichsfelde
http://geneg.net/resource/Transatlantisches,transatlantisches,https://www.wikidata.org/wiki/Q7833791,"('transatlantische', 97)",Tansatlantische_Beziehungen
http://geneg.net/resource/Erzgebirgs,Erzgebirgs-,https://www.wikidata.org/wiki/Q4198,"('Erzgebirges', 95)",Erzgebirge
http://geneg.net/resource/Català,Català,https://www.wikidata.org/wiki/Q7026,"('català', 100)",Katalanisch
http://geneg.net/resource/Books,Books,https://www.wikidata.org/wiki/Q571,"('books', 100)",Buch
http://geneg.net/resource/Baltimore/Maryland,Baltimore/Maryland,https://www.wikidata.org/wiki/Q5092,"('Baltimore, Maryland', 100)",Baltimore
http://geneg.net/resource/Nz_First,NZ first,https://www.wikidata.org/wiki/Q180059,"('NZ First', 100)",New_Zealand_First
http://geneg.net/resource/Jamal_Kashoggi,Jamal Kashoggi,https://www.wikidata.org/wiki/Q1262052,"('Jamal Khashoggi', 97)",Dschemal_Chaschuqdschi
http://geneg.net/resource/Sächsisches,Sächsisches,https://www.wikidata.org/wiki/Q2378692,"('Sächsische', 95)",Sächsische_Zeitung
http://geneg.net/resource/Morgenmagazin,@morgenmagazin,https://www.wikidata.org/wiki/Q296530,"('Morgenmagazin', 100)",ARD-Morgenmagazin
http://geneg.net/resource/Viktor_Klemperers,Viktor Klemperers,https://www.wikidata.org/wiki/Q57442,"('Viktor Klemperer', 97)",Victor_Klemperer
http://geneg.net/resource/NPD,npd,https://www.wikidata.org/wiki/Q156019,"('NPD', 100)",Nationaldemokratische_Partei_Deutschlands
http://geneg.net/resource/Uno-Pakt_Ii,Uno-Pakt II,https://www.wikidata.org/wiki/Q392119,"('UNO-Pakt II', 100)",Internationaler_Pakt_Über_Bürgerliche_Und_Politische_Rechte
http://geneg.net/resource/Sea-Eye,Sea Eye,https://www.wikidata.org/wiki/Q52296660,"('Sea-Eye', 100)",Sternhai
http://geneg.net/resource/Preußische_Landrecht,Preußische Landrecht,https://www.wikidata.org/wiki/Q647943,"('Preußisches Landrecht', 97)",Allgemeines_Landrecht_Für_Die_Preußischen_Staaten
http://geneg.net/resource/Nsa,NSA-,https://www.wikidata.org/wiki/Q121194,"('NSA', 100)",National_Security_Agency
http://geneg.net/resource/Maaßen,… Maaßen,https://www.wikidata.org/wiki/Q1882326,"('Maaßen', 100)",Maaß
http://geneg.net/resource/Antifa,ANTIFA,https://www.wikidata.org/wiki/Q61081837,"('Antifa', 100)",Antifa_in_Deutschland
http://geneg.net/resource/Bundesbauministeriums,Bundesbauministeriums,https://www.wikidata.org/wiki/Q491637,"('Bundesbauministerium', 98)",Bundesministerium_Für_Verkehr_Und_Digitale_Infrastruktur
http://geneg.net/resource/Champs_Elysees,Champs Elysees,https://www.wikidata.org/wiki/Q550,"('Champs-Elysees', 100)",Avenue_Des_Champs-Élysées
http://geneg.net/resource/Eu-Kommision,EU-Kommision,https://www.wikidata.org/wiki/Q8880,"('EU-Kommission', 96)",Europäische_Kommission
http://geneg.net/resource/Hartz_Iv,Hartz IV.,https://www.wikidata.org/wiki/Q628569,"('Hartz-IV', 100)",Arbeitslosengeld_II
http://geneg.net/resource/Europa-Kritik,Europa-Kritik,https://www.wikidata.org/wiki/Q223200,"('Europakritik', 96)",Europaskepsis
http://geneg.net/resource/Bauer,BAUER,https://www.wikidata.org/wiki/Q554198,"('Bauer', 100)",Bauer_Media_Group
http://geneg.net/resource/Covid19,Covid19,https://www.wikidata.org/wiki/Q84263196,"('COVID19', 100)",Covid-19
http://geneg.net/resource/Bamf,Bamf,https://www.wikidata.org/wiki/Q1005470,"('BAMF', 100)",Bundesamt_Für_Migration_Und_Flüchtlinge
http://geneg.net/resource/Auschwitz-Überlebende,Auschwitz-Überlebende,https://www.wikidata.org/wiki/Q7341,"('Auschwitzüberlebenden', 95)",KZ_Auschwitz
http://geneg.net/resource/Evangelische_Landeskirche,Evangelische Landeskirche,https://www.wikidata.org/wiki/Q896868,"('Evangelischen Landeskirche', 98)",Evangelische_Landeskirche_in_Württemberg
http://geneg.net/resource/Asta,AStA-,https://www.wikidata.org/wiki/Q2648959,"('AStA', 100)",Allgemeiner_Studierendenausschuss
http://geneg.net/resource/Aus,aus,https://www.wikidata.org/wiki/Q408,"('AUS', 100)",Australien
http://geneg.net/resource/Gaza-Streifens,Gazastreifens,https://www.wikidata.org/wiki/Q39760,"('Gazastreifen', 96)",Gazastreifen
http://geneg.net/resource/Us-Wahlen,USA-Wahlen,https://www.wikidata.org/wiki/Q22019872,"('US-Wahlen', 95)",Wahlen_in_Den_Vereinigten_Staaten_2020
http://geneg.net/resource/Zum,zum,https://www.wikidata.org/wiki/Q494829,"('ZUM', 100)",Busbahnhof
http://geneg.net/resource/Alejandra_Kollontai,Alejandra Kollontai,https://www.wikidata.org/wiki/Q179558,"('Alexandra Kollontai', 95)",Alexandra_Michailowna_Kollontai
http://geneg.net/resource/Putin,putin,https://www.wikidata.org/wiki/Q7747,"('Putin', 100)",Wladimir_Wladimirowitsch_Putin
http://geneg.net/resource/Shermin_Langhoffs,Shermin Langhoffs,https://www.wikidata.org/wiki/Q389003,"('Shermin Langhoff', 97)",Şermin_Langhoff
http://geneg.net/resource/Uno-Truppen,UNO-Truppen,https://www.wikidata.org/wiki/Q219575,"('UN-Truppen', 95)",Friedenstruppen_Der_Vereinten_Nationen
http://geneg.net/resource/Uno-Organisationen,Uno-Organisationen,https://www.wikidata.org/wiki/Q1065,"('UN-Organisationen', 97)",Vereinte_Nationen
http://geneg.net/resource/Dschisr_Al_Schugur,Dschisr al Schugur,https://www.wikidata.org/wiki/Q798765,"('Dschisr al Schughur', 97)",Dschisr_Asch-Schughur
http://geneg.net/resource/Obamacare,ObamaCare,https://www.wikidata.org/wiki/Q1414593,"('Obamacare', 100)",Patient_Protection_and_Affordable_Care_Act
http://geneg.net/resource/Sérgio_Fernando_Moro,Sérgio Fernando Moro,https://www.wikidata.org/wiki/Q19607958,"('Sergio Fernando Moro', 97)",Sergio_Moro
http://geneg.net/resource/Britischen_Conservative_Party,Britischen Conservative Party,https://www.wikidata.org/wiki/Q9626,"('British Conservative Party', 95)",Conservative_Party
http://geneg.net/resource/Eu_Parlament,EU Parlament,https://www.wikidata.org/wiki/Q8889,"('EU-Parlament', 100)",Europäisches_Parlament
http://geneg.net/resource/Ögd,ÖGD,https://www.wikidata.org/wiki/Q769,"('gd', 100)",Grenada
http://geneg.net/resource/Blacklivesmatter,blacklivesmatters,https://www.wikidata.org/wiki/Q19600530,"('#BlackLivesMatter', 97)",Black_Lives_Matter
http://geneg.net/resource/Sächsischen_Schweiz/Osterzgebirge,Sächsischen Schweiz/Osterzgebirge,https://www.wikidata.org/wiki/Q6323,"('Sächsische Schweiz-Osterzgebirge', 98)",Landkreis_Sächsische_Schweiz-Osterzgebirge
http://geneg.net/resource/National_Feminin,National Feminin,https://www.wikidata.org/wiki/Q90146192,"('National feminin', 100)",Tatort:_National_Feminin
http://geneg.net/resource/Eu-Flaggen,EU-Flaggen,https://www.wikidata.org/wiki/Q122482,"('EU-Flagge', 95)",Europaflagge
http://geneg.net/resource/Liberalen_Hochschulgruppe,Liberalen Hochschulgruppe,https://www.wikidata.org/wiki/Q1008925,"('Liberale Hochschulgruppe', 98)",Bundesverband_Liberaler_Hochschulgruppen
http://geneg.net/resource/Recep_Tayyeb_Erdogan,Recep Tayyib Erdogan,https://www.wikidata.org/wiki/Q39259,"('Recep Tayyip Erdogan', 95)",Recep_Tayyip_Erdoğan
